Time [s],Packet ID,MOSI,MISO
0.000000000000000,0,0x00,
0.000006833333333,0,0x02,
0.000013666666667,0,0x00,
0.000020500000000,0,0x3C,
0.000027333333333,0,0x3D,
0.000034166666667,0,0xC8,
0.000041000000000,0,0x10,
0.000047833333333,0,0x00,
0.000054666666667,0,0x08,
0.000061500000000,0,0x30,
0.000068333333333,0,0x00,
0.000075166666667,0,0x00,
0.000082000000000,0,0x00,
0.000088833333333,0,0x00,
0.000095666666667,0,0x00,
0.000102541666667,0,0x00,
0.000109375000000,0,0x22,
0.000116208333333,0,0x00,
0.000123041666667,0,0xE0,
0.000129875000000,0,0x14,
0.000136708333333,0,0x26,
0.000143541666667,0,0x00,
0.000150375000000,0,0x00,
0.000157208333333,0,0x00,
0.000164041666667,0,0x00,
0.000170875000000,0,0x00,
0.000177708333333,0,0x00,
0.000184541666667,0,0x00,
0.000191375000000,0,0x00,
0.000198208333333,0,0x00,
0.000205041666667,0,0x00,
0.000211875000000,0,0x00,
0.000218708333333,0,0x00,
0.000225541666667,0,0x00,
0.000232375000000,0,0x00,
0.000239208333333,0,0x00,
0.000246041666667,0,0x00,
0.000252875000000,0,0x00,
0.000259708333333,0,0x00,
0.000266541666667,0,0x00,
0.000273375000000,0,0x00,
0.000280208333333,0,0x00,
0.000287041666667,0,0x00,
0.000293875000000,0,0x00,
0.000300708333333,0,0x80,
0.000307541666667,0,0x00,
0.000314375000000,0,0x01,
0.000321208333333,0,0x01,
0.000328041666667,0,0x01,
0.000334875000000,0,0x01,
0.000341708333333,0,0x01,
0.000348541666667,0,0x01,
0.000355375000000,0,0x01,
0.000362208333333,0,0x04,
0.000369041666667,0,0x08,
0.000375875000000,0,0x09,
0.000382708333333,0,0x0C,
0.000389541666667,0,0x58,
0.000396416666667,0,0x5B,
0.000403250000000,0,0x04,
0.000410083333333,0,0xD0,
0.000416916666667,0,0xA9,
0.000423750000000,0,0x00,
0.000430583333333,0,0xF0,
0.000437416666667,0,0x08,
0.000444250000000,0,0xCC,
0.000451083333333,0,0xC9,
0.000457916666667,0,0x29,
0.000464750000000,0,0xAA,
0.000471583333333,0,0x80,
0.000478416666667,0,0x00,
0.000485250000000,0,0x00,
0.000492083333333,0,0xEA,
0.000498916666667,0,0x10,
0.000505750000000,0,0x40,
0.000512583333333,0,0xBE,
0.000519416666667,0,0x10,
0.000526250000000,0,0x00,
0.000533083333333,0,0x84,
0.000539916666667,0,0x10,
0.000546750000000,0,0x04,
0.000553583333333,0,0x96,
0.000560416666667,0,0x2C,
0.000567250000000,0,0x00,
0.000574083333333,0,0x80,
0.000580916666667,0,0x1E,
0.000587750000000,0,0x04,
0.000594583333333,0,0xA4,
0.000601416666667,0,0x6E,
0.000608250000000,0,0x00,
0.000615083333333,0,0x80,
0.000621916666667,0,0x6C,
0.000628750000000,0,0x6C,
0.000635583333333,0,0x34,
0.000642416666667,0,0x03,
0.000649250000000,0,0x44,
0.000656083333333,0,0x74,
0.000662916666667,0,0x74,
0.000669750000000,0,0x40,
0.000676583333333,0,0x24,
0.000683458333333,0,0x50,
0.000690291666667,0,0x00,
0.000697125000000,0,0x00,
0.000703958333333,0,0x00,
0.000710791666667,0,0x00,
0.000717625000000,0,0x00,
0.000724458333333,0,0x00,
0.000731291666667,0,0x00,
0.000738125000000,0,0x00,
0.000744958333333,0,0x08,
0.000751791666667,0,0x34,
0.000758625000000,0,0xFF,
0.000765458333333,0,0x00,
0.000772291666667,0,0x00,
0.000779125000000,0,0x00,
0.000785958333333,0,0x00,
0.000792791666667,0,0x00,
0.000799625000000,0,0x00,
0.000806458333333,0,0x00,
0.000813291666667,0,0x00,
0.000820125000000,0,0x80,
0.000826958333333,0,0xC4,
0.000833791666667,0,0xA2,
0.000840625000000,0,0xE6,
0.000847458333333,0,0x91,
0.000854291666667,0,0xD5,
0.000861125000000,0,0x00,
0.000867958333333,0,0x00,
0.000964291666667,0,0x09,
0.000971166666667,0,0x00,
0.001059458333333,0,0x00,
0.001066291666667,0,0x82,
0.001374166666667,0,0x00,
0.001381000000000,0,0xC2,
